,name,alias,data_collection,enrich_name,enrich_field_name,description,vintage,units
20646,AVGIA65_CY,2024 Avg HH Income: HHr 65-74,Wealth,Wealth.AVGIA65_CY,Wealth_AVGIA65_CY,2024 Average Household Income: HHr Age 65-74 (Esri),2024,currency
20647,AVGIA75_CY,2024 Avg HH Income: HHr 75+,Wealth,Wealth.AVGIA75_CY,Wealth_AVGIA75_CY,2024 Average Household Income: HHr Age 75+ (Esri),2024,currency
20657,MEDDI_CY,2024 Median Disposable Income,Wealth,Wealth.MEDDI_CY,Wealth_MEDDI_CY,2024 Median Disposable Income (Esri),2024,currency
20670,MEDNW_CY,2024 Median Net Worth,Wealth,Wealth.MEDNW_CY,Wealth_MEDNW_CY,2024 Median Net Worth (Esri),2024,currency
20718,SEI_CY,2024 Socioeconomic Status Index,Wealth,Wealth.SEI_CY,Wealth_SEI_CY,2024 Socioeconomic Status Index (Esri),2024,count
17153,MP28588a_B,2024 Seek Info on Nutrition/Healthy Diet: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28588a_B,PsychographicsFood_MP28588a_B,2024 Actively Seek Info on Nutrition/Healthy Diet: 1-Disagree Completely,2024,count
12574,X3057_X,2024 Housing While Attending School,HousingHousehold,HousingHousehold.X3057_X,HousingHousehold_X3057_X,2024 Housing While Attending School,2024,currency
12575,X3057_A,2024 Avg: Housing While Attending School,HousingHousehold,HousingHousehold.X3057_A,HousingHousehold_X3057_A,2024 Housing While Attending School: Average,2024,currency
12576,X3057_I,2024 Index: Housing While Attending School,HousingHousehold,HousingHousehold.X3057_I,HousingHousehold_X3057_I,2024 Housing While Attending School: Index,2024,count
4547,ACSCARPOOL,2022 Workers 16+: Carpooled (ACS 5-Yr),commute,commute.ACSCARPOOL,commute_ACSCARPOOL,2022 Workers 16+ Carpooled (ACS 5-Yr),2018-2022,count
4550,ACSPUBTRAN,2022 Workers 16+: Public Transportation (ACS 5-Yr),commute,commute.ACSPUBTRAN,commute_ACSPUBTRAN,2022 Workers 16+ Took Public Transportation (ACS 5-Yr),2018-2022,count
4553,ACSBUS,2022 Workers 16+: Bus (ACS 5-Yr),commute,commute.ACSBUS,commute_ACSBUS,2022 Workers 16+ Took a Bus or Trolley Bus (ACS 5-Yr),2018-2022,count
4556,ACSSTRTCAR,"2022 Workers 16+: Light Rail, Streetcar or Trolley (ACS 5-Yr)",commute,commute.ACSSTRTCAR,commute_ACSSTRTCAR,"2022 Workers 16+ Took Light Rail, Streetcar or Trolley (ACS 5-Yr)",2018-2022,count
4559,ACSSUBWAY,2022 Workers 16+: Subway (ACS 5-Yr),commute,commute.ACSSUBWAY,commute_ACSSUBWAY,2022 Workers 16+ Took a Subway or Elevated (ACS 5-Yr),2018-2022,count
4562,ACSTRAIN,2022 Workers 16+: Long-distance/Commuter Train (ACS 5-Yr),commute,commute.ACSTRAIN,commute_ACSTRAIN,2022 Workers 16+ Took a Long-distance Train or Commuter Rail (ACS 5-Yr),2018-2022,count
4565,ACSFERRY,2022 Workers 16+: Ferryboat (ACS 5-Yr),commute,commute.ACSFERRY,commute_ACSFERRY,2022 Workers 16+ Took a Ferryboat (ACS 5-Yr),2018-2022,count
4568,ACSTAXICAB,2022 Workers 16+: Taxicab (ACS 5-Yr),commute,commute.ACSTAXICAB,commute_ACSTAXICAB,2022 Workers 16+ Took a Taxicab (ACS 5-Yr),2018-2022,count
7421,X1082FY_X,2029 Frozen Vegetables,food,food.X1082FY_X,food_X1082FY_X,2029 Frozen Vegetables,2029,currency
4571,ACSMCYCLE,2022 Workers 16+: Motorcycle (ACS 5-Yr),commute,commute.ACSMCYCLE,commute_ACSMCYCLE,2022 Workers 16+ Motorcycled (ACS 5-Yr),2018-2022,count
4574,ACSBICYCLE,2022 Workers 16+: Bicycle (ACS 5-Yr),commute,commute.ACSBICYCLE,commute_ACSBICYCLE,2022 Workers 16+ Bicycled (ACS 5-Yr),2018-2022,count
7422,X1082FY_A,2029 Avg: Frozen Vegetables,food,food.X1082FY_A,food_X1082FY_A,2029 Frozen Vegetables: Average,2029,currency
4577,ACSWALKED,2022 Workers 16+: Walked (ACS 5-Yr),commute,commute.ACSWALKED,commute_ACSWALKED,2022 Workers 16+ Walked (ACS 5-Yr),2018-2022,count
7423,X1082FY_I,2029 Index: Frozen Vegetables,food,food.X1082FY_I,food_X1082FY_I,2029 Frozen Vegetables: Index,2029,count
4580,ACSOTHTRAN,2022 Workers 16+: Other Means (ACS 5-Yr),commute,commute.ACSOTHTRAN,commute_ACSOTHTRAN,2022 Workers 16+ Took Other Means of Transportation (ACS 5-Yr),2018-2022,count
4583,ACSWRKHOME,2022 Wrkrs 16+: Worked at Home (ACS 5-Yr),commute,commute.ACSWRKHOME,commute_ACSWRKHOME,2022 Workers 16+ Worked at Home (ACS 5-Yr),2018-2022,count
7424,X1083FY_X,2029 Vegetables Canned/Dried/Juice,food,food.X1083FY_X,food_X1083FY_X,2029 Vegetables Canned/Dried & Juice,2029,currency
7425,X1083FY_A,2029 Avg: Vegetables Canned/Dried/Juice,food,food.X1083FY_A,food_X1083FY_A,2029 Vegetables Canned/Dried & Juice: Average,2029,currency
7426,X1083FY_I,2029 Index: Vegetables Canned/Dried/Juice,food,food.X1083FY_I,food_X1083FY_I,2029 Vegetables Canned/Dried & Juice: Index,2029,count
17198,MP28610a_I,2024 Index: Usually Try New Foods First: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28610a_I,PsychographicsFood_MP28610a_I,2024 Usually Try New Foods First Before Friends: 3-Agree Somewhat: Index,2024,count
17199,MP28611a_B,2024 Usually Try New Foods First: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28611a_B,PsychographicsFood_MP28611a_B,2024 Usually Try New Foods First Before Friends: 4-Agree Completely,2024,count
17201,MP28612a_B,2024 When I Eat Out I Eat Unhlthy Foods: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28612a_B,PsychographicsFood_MP28612a_B,2024 When I Eat Out I Eat Unhealthy Foods: 1-Disagree Completely,2024,count
17202,MP28612a_I,2024 Index: When I Eat Out I Eat Unhlthy Foods: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28612a_I,PsychographicsFood_MP28612a_I,2024 When I Eat Out I Eat Unhealthy Foods: 1-Disagree Completely: Index,2024,count
4632,TOTPOP_FY,2029 Total Population,crime,crime.TOTPOP_FY,crime_TOTPOP_FY,2029 Total Population (Esri),2029,count
17203,MP28613a_B,2024 When I Eat Out I Eat Unhlthy Foods: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28613a_B,PsychographicsFood_MP28613a_B,2024 When I Eat Out I Eat Unhealthy Foods: 2-Disagree Somewhat,2024,count
4634,CRMCYTOTC,2024 Total Crime Index,crime,crime.CRMCYTOTC,crime_CRMCYTOTC,2024 Total Crime Index (AGS),2024,count
4635,CRMCYPERC,2024 Personal Crime Index,crime,crime.CRMCYPERC,crime_CRMCYPERC,2024 Personal Crime Index (AGS),2024,count
4636,CRMCYMURD,2024 Murder Index,crime,crime.CRMCYMURD,crime_CRMCYMURD,2024 Murder Index (AGS),2024,count
17204,MP28613a_I,2024 Index: When I Eat Out I Eat Unhlthy Foods: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28613a_I,PsychographicsFood_MP28613a_I,2024 When I Eat Out I Eat Unhealthy Foods: 2-Disagree Somewhat: Index,2024,count
4637,CRMCYRAPE,2024 Rape Index,crime,crime.CRMCYRAPE,crime_CRMCYRAPE,2024 Rape Index (AGS),2024,count
4640,CRMCYPROC,2024 Property Crime Index,crime,crime.CRMCYPROC,crime_CRMCYPROC,2024 Property Crime Index (AGS),2024,count
4638,CRMCYROBB,2024 Robbery Index,crime,crime.CRMCYROBB,crime_CRMCYROBB,2024 Robbery Index (AGS),2024,count
4639,CRMCYASST,2024 Assault Index,crime,crime.CRMCYASST,crime_CRMCYASST,2024 Assault Index (AGS),2024,count
17205,MP28614a_B,2024 When I Eat Out I Eat Unhlthy Foods: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28614a_B,PsychographicsFood_MP28614a_B,2024 When I Eat Out I Eat Unhealthy Foods: 3-Agree Somewhat,2024,count
4641,CRMCYBURG,2024 Burglary Index,crime,crime.CRMCYBURG,crime_CRMCYBURG,2024 Burglary Index (AGS),2024,count
4642,CRMCYLARC,2024 Larceny Index,crime,crime.CRMCYLARC,crime_CRMCYLARC,2024 Larceny Index (AGS),2024,count
4643,CRMCYMVEH,2024 Motor Vehicle Theft Index,crime,crime.CRMCYMVEH,crime_CRMCYMVEH,2024 Motor Vehicle Theft Index (AGS),2024,count
4644,TOTCAGG,2024 Total Crime Aggregate,crime,crime.TOTCAGG,crime_TOTCAGG,2024 Total Crime Aggregate (AGS),2024,count
17206,MP28614a_I,2024 Index: When I Eat Out I Eat Unhlthy Foods: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28614a_I,PsychographicsFood_MP28614a_I,2024 When I Eat Out I Eat Unhealthy Foods: 3-Agree Somewhat: Index,2024,count
4645,PERCAGG,2024 Personal Crime Aggregate,crime,crime.PERCAGG,crime_PERCAGG,2024 Personal Crime Aggregate (AGS),2024,count
4646,MURDAGG,2024 Murder Aggregate,crime,crime.MURDAGG,crime_MURDAGG,2024 Murder Aggregate (AGS),2024,count
4647,RAPEAGG,2024 Rape Aggregate,crime,crime.RAPEAGG,crime_RAPEAGG,2024 Rape Aggregate (AGS),2024,count
4648,ROBBAGG,2024 Robbery Aggregate,crime,crime.ROBBAGG,crime_ROBBAGG,2024 Robbery Aggregate (AGS),2024,count
17207,MP28615a_B,2024 When I Eat Out I Eat Unhlthy Foods: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28615a_B,PsychographicsFood_MP28615a_B,2024 When I Eat Out I Eat Unhealthy Foods: 4-Agree Completely,2024,count
4654,DPOP_CY,2024 Total Daytime Population,DaytimePopulation,DaytimePopulation.DPOP_CY,DaytimePopulation_DPOP_CY,2024 Total Daytime Population (Esri),2024,count
4655,DPOPWRK_CY,2024 Daytime Pop: Workers,DaytimePopulation,DaytimePopulation.DPOPWRK_CY,DaytimePopulation_DPOPWRK_CY,2024 Daytime Population: Workers (Esri),2024,count
4656,DPOPRES_CY,2024 Daytime Pop: Residents,DaytimePopulation,DaytimePopulation.DPOPRES_CY,DaytimePopulation_DPOPRES_CY,2024 Daytime Population: Residents (Esri),2024,count
4657,DPOPDENSCY,2024 Daytime Pop Density,DaytimePopulation,DaytimePopulation.DPOPDENSCY,DaytimePopulation_DPOPDENSCY,2024 Daytime Population Density (Pop per Square Mile) (Esri),2024,count
17208,MP28615a_I,2024 Index: When I Eat Out I Eat Unhlthy Foods: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28615a_I,PsychographicsFood_MP28615a_I,2024 When I Eat Out I Eat Unhealthy Foods: 4-Agree Completely: Index,2024,count
4650,PROCAGG,2024 Property Crime Aggregate,crime,crime.PROCAGG,crime_PROCAGG,2024 Property Crime Aggregate (AGS),2024,count
4651,BURGAGG,2024 Burglary Aggregate,crime,crime.BURGAGG,crime_BURGAGG,2024 Burglary Aggregate (AGS),2024,count
4652,LARCAGG,2024 Larceny Aggregate,crime,crime.LARCAGG,crime_LARCAGG,2024 Larceny Aggregate (AGS),2024,count
4653,MVEHAGG,2024 Motor Vehicle Theft Aggregate,crime,crime.MVEHAGG,crime_MVEHAGG,2024 Motor Vehicle Theft Aggregate (AGS),2024,count
17209,MP28616a_B,2024 When I Eat Out I Expect Leftovers: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28616a_B,PsychographicsFood_MP28616a_B,2024 When I Eat Out I Expect Leftovers: 1-Disagree Completely,2024,count
17214,MP28618a_I,2024 Index: When I Eat Out I Expect Leftovers: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28618a_I,PsychographicsFood_MP28618a_I,2024 When I Eat Out I Expect Leftovers: 3-Agree Somewhat: Index,2024,count
17215,MP28619a_B,2024 When I Eat Out I Expect Leftovers: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28619a_B,PsychographicsFood_MP28619a_B,2024 When I Eat Out I Expect Leftovers: 4-Agree Completely,2024,count
17216,MP28619a_I,2024 Index: When I Eat Out I Expect Leftovers: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28619a_I,PsychographicsFood_MP28619a_I,2024 When I Eat Out I Expect Leftovers: 4-Agree Completely: Index,2024,count
17217,MP28620a_B,2024 Will Try Any New Diet: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28620a_B,PsychographicsFood_MP28620a_B,2024 Will Try Any New Diet: 1-Disagree Completely,2024,count
17218,MP28620a_I,2024 Index: Will Try Any New Diet: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28620a_I,PsychographicsFood_MP28620a_I,2024 Will Try Any New Diet: 1-Disagree Completely: Index,2024,count
17219,MP28621a_B,2024 Will Try Any New Diet: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28621a_B,PsychographicsFood_MP28621a_B,2024 Will Try Any New Diet: 2-Disagree Somewhat,2024,count
17220,MP28621a_I,2024 Index: Will Try Any New Diet: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28621a_I,PsychographicsFood_MP28621a_I,2024 Will Try Any New Diet: 2-Disagree Somewhat: Index,2024,count
17221,MP28622a_B,2024 Will Try Any New Diet: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28622a_B,PsychographicsFood_MP28622a_B,2024 Will Try Any New Diet: 3-Agree Somewhat,2024,count
17222,MP28622a_I,2024 Index: Will Try Any New Diet: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28622a_I,PsychographicsFood_MP28622a_I,2024 Will Try Any New Diet: 3-Agree Somewhat: Index,2024,count
17223,MP28623a_B,2024 Will Try Any New Diet: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28623a_B,PsychographicsFood_MP28623a_B,2024 Will Try Any New Diet: 4-Agree Completely,2024,count
17224,MP28623a_I,2024 Index: Will Try Any New Diet: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28623a_I,PsychographicsFood_MP28623a_I,2024 Will Try Any New Diet: 4-Agree Completely: Index,2024,count
4864,NOHS_CY,2024 Pop Age 25+: < 9th Grade,educationalattainment,educationalattainment.NOHS_CY,educationalattainment_NOHS_CY,2024 Population Age 25+: Less than 9th Grade (Esri),2024,count
4865,SOMEHS_CY,2024 Pop Age 25+: High School/No Diploma,educationalattainment,educationalattainment.SOMEHS_CY,educationalattainment_SOMEHS_CY,2024 Population Age 25+: 9-12th Grade/No Diploma (Esri),2024,count
4866,HSGRAD_CY,2024 Pop Age 25+: High School Diploma,educationalattainment,educationalattainment.HSGRAD_CY,educationalattainment_HSGRAD_CY,2024 Population Age 25+: High School Diploma (Esri),2024,count
4867,GED_CY,2024 Pop Age 25+: GED,educationalattainment,educationalattainment.GED_CY,educationalattainment_GED_CY,2024 Population Age 25+: GED/Alternative Credential (Esri),2024,count
4868,SMCOLL_CY,2024 Pop Age 25+: Some College/No Degree,educationalattainment,educationalattainment.SMCOLL_CY,educationalattainment_SMCOLL_CY,2024 Population Age 25+: Some College/No Degree (Esri),2024,count
4869,ASSCDEG_CY,2024 Pop Age 25+: Associate's Degree,educationalattainment,educationalattainment.ASSCDEG_CY,educationalattainment_ASSCDEG_CY,2024 Population Age 25+: Associate's Degree (Esri),2024,count
4870,BACHDEG_CY,2024 Pop Age 25+: Bachelor's Degree,educationalattainment,educationalattainment.BACHDEG_CY,educationalattainment_BACHDEG_CY,2024 Population Age 25+: Bachelor's Degree (Esri),2024,count
4871,GRADDEG_CY,2024 Pop Age 25+: Grad/Professional Degree,educationalattainment,educationalattainment.GRADDEG_CY,educationalattainment_GRADDEG_CY,2024 Population Age 25+: Graduate/Professional Degree (Esri),2024,count
7489,X1037FY_I,2029 Index: Sausage,food,food.X1037FY_I,food_X1037FY_I,2029 Sausage: Index,2029,count
13253,OWNGRWCYFY,2024-2029 Growth Rate: Owner Occ HUs,housingunittotals,housingunittotals.OWNGRWCYFY,housingunittotals_OWNGRWCYFY,2024-2029 Owner Occupied Housing Units: Compound Annual Growth Rate (Esri),2029,pct
13265,HUGRW20CY,2020-2024 Growth Rate: Housing Units,housingunittotals,housingunittotals.HUGRW20CY,housingunittotals_HUGRW20CY,2020-2024 Housing Units: Compound Annual Growth Rate (Esri),2024,pct
7523,X1049FY_X,2029 Canned Fish/Shellfish,food,food.X1049FY_X,food_X1049FY_X,2029 Canned Fish & Shellfish,2029,currency
13276,HUGRWCYFY,2024-2029 Growth Rate: Housing Units,housingunittotals,housingunittotals.HUGRWCYFY,housingunittotals_HUGRWCYFY,2024-2029 Housing Units: Compound Annual Growth Rate (Esri),2029,pct
7528,X1050FY_I,2029 Index: Fresh Fish/Shellfish,food,food.X1050FY_I,food_X1050FY_I,2029 Fresh Fish & Shellfish: Index,2029,count
7533,X1052FY_A,2029 Avg: Eggs,food,food.X1052FY_A,food_X1052FY_A,2029 Eggs: Average,2029,currency
13371,AVGIA55UCY,2024 Avg HH Income: HHr 55+,incomebyage,incomebyage.AVGIA55UCY,incomebyage_AVGIA55UCY,2024 Average Household Income: HHr Age 55+ (Esri),2024,currency
13374,AVGIA65UCY,2024 Avg HH Income: HHr 65+,incomebyage,incomebyage.AVGIA65UCY,incomebyage_AVGIA65UCY,2024 Average Household Income: HHr Age 65+ (Esri),2024,currency
7543,X1121FY_I,2029 Index: Oth Carbonated Drinks,food,food.X1121FY_I,food_X1121FY_I,2029 Other Carbonated Drinks: Index,2029,count
7548,X1123FY_A,2029 Avg: Roasted Coffee,food,food.X1123FY_A,food_X1123FY_A,2029 Roasted Coffee: Average,2029,currency
7553,X1125FY_X,2029 Tea,food,food.X1125FY_X,food_X1125FY_X,2029 Tea,2029,currency
7558,X1126FY_I,2029 Index: Noncarbonated Fruit Drinks,food,food.X1126FY_I,food_X1126FY_I,2029 Noncarbonated Fruit Drinks: Index,2029,count
7563,X1128FY_A,2029 Avg: Oth Noncarb Bevs(Excl Water)/Ice,food,food.X1128FY_A,food_X1128FY_A,2029 Other Noncarb Beverages(Excl Water) & Ice: Average,2029,currency
7569,X1090FY_A,2029 Avg: Snacks/Oth Food,food,food.X1090FY_A,food_X1090FY_A,2029 Snacks/Other Food: Average,2029,currency
7574,X1092FY_X,2029 Candy/Chewing Gum,food,food.X1092FY_X,food_X1092FY_X,2029 Candy & Chewing Gum,2029,currency
7576,X1092FY_I,2029 Index: Candy/Chewing Gum,food,food.X1092FY_I,food_X1092FY_I,2029 Candy & Chewing Gum: Index,2029,count
7577,X1093FY_X,2029 Sugar,food,food.X1093FY_X,food_X1093FY_X,2029 Sugar,2029,currency
7579,X1093FY_I,2029 Index: Sugar,food,food.X1093FY_I,food_X1093FY_I,2029 Sugar: Index,2029,count
7584,X1095FY_A,2029 Avg: Jam/Preserves/Oth Sweets,food,food.X1095FY_A,food_X1095FY_A,2029 Jam/Preserves & Other Sweets: Average,2029,currency
7589,X1097FY_X,2029 Margarine,food,food.X1097FY_X,food_X1097FY_X,2029 Margarine,2029,currency
7947,MP04037a_B,2024 Consumed Wine at Restaurant/30 Days,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP04037a_B,GroceryAlcoholicBeverages_MP04037a_B,2024 Consumed Wine at Restaurant Last 30 Days,2024,count
7594,X1098FY_I,2029 Index: Fats/Oils,food,food.X1098FY_I,food_X1098FY_I,2029 Fats & Oils: Index,2029,count
7599,X1100FY_A,2029 Avg: Non-Dairy Cream/Imitation Milk,food,food.X1100FY_A,food_X1100FY_A,2029 Non-Dairy Cream & Imitation Milk: Average,2029,currency
5507,S16_EMP,2024 Eating & Drinking Employees (SIC),employees,employees.S16_EMP,employees_S16_EMP,2024 Eating & Drinking (SIC58) Employees,2024,count
19757,THH36,2024 HHs in Tapestry Seg 8D,tapestryhouseholdsNEW,tapestryhouseholdsNEW.THH36,tapestryhouseholdsNEW_THH36,2024 Downtown Melting Pot (8D) Tapestry Households (Esri),2024,count
13713,CIVLBFR_CY,2024 Civ Pop 16+/Labor Force,industry,industry.CIVLBFR_CY,industry_CIVLBFR_CY,2024 Civilian Population Age 16+ in Labor Force (Esri),2024,count
13714,EMP_CY,2024 Employed Civilian Pop 16+,industry,industry.EMP_CY,industry_EMP_CY,2024 Employed Civilian Population Age 16+ (Esri),2024,count
13715,INDBASE_CY,2024 Emp 16+ by Industry Base,industry,industry.INDBASE_CY,industry_INDBASE_CY,2024 Employed Civilian Population Age 16+ by Industry Base (Esri),2024,count
13722,INDTRAN_CY,2024 Industry: Transportation,industry,industry.INDTRAN_CY,industry_INDTRAN_CY,2024 Industry: Transportation/Warehousing (Esri),2024,count
5536,N13_EMP,2024 Food & Beverage Retailers Emp (NAICS),employees,employees.N13_EMP,employees_N13_EMP,2024 Food & Beverage Retailers (NAICS445) Employees,2024,count
7614,X1105FY_A,2029 Avg: Snack Food,food,food.X1105FY_A,food_X1105FY_A,2029 Snack Food: Average,2029,currency
13736,UNEMP_CY,2024 Unemployed Population 16+,industry,industry.UNEMP_CY,industry_UNEMP_CY,2024 Unemployed Population Age 16+ (Esri),2024,count
5558,N37_EMP,2024 Food Service/Drinking Estab Emp (NAICS),employees,employees.N37_EMP,employees_N37_EMP,2024 Food Srv & Drinking Places (NAICS722) Employees,2024,count
5567,CIVLF16_CY,2024 Civ Pop 16-24/Labor Force,EmploymentUnemployment,EmploymentUnemployment.CIVLF16_CY,EmploymentUnemployment_CIVLF16_CY,2024 Civilian Population 16-24 in Labor Force (Esri),2024,count
5568,EMPAGE16CY,2024 Employed Civilian Pop 16-24,EmploymentUnemployment,EmploymentUnemployment.EMPAGE16CY,EmploymentUnemployment_EMPAGE16CY,2024 Employed Civilian Population Age 16-24 (Esri),2024,count
5569,UNAGE16CY,2024 Unemployed Pop 16-24,EmploymentUnemployment,EmploymentUnemployment.UNAGE16CY,EmploymentUnemployment_UNAGE16CY,2024 Unemployed Population Age 16-24 (Esri),2024,count
5570,UNEMRT16CY,2024 Unemp Rate: Pop 16-24,EmploymentUnemployment,EmploymentUnemployment.UNEMRT16CY,EmploymentUnemployment_UNEMRT16CY,2024 Unemployment Rate: Population Age 16-24 (Esri),2024,pct
5571,CIVLF25_CY,2024 Civ Pop 25-54/Labor Force,EmploymentUnemployment,EmploymentUnemployment.CIVLF25_CY,EmploymentUnemployment_CIVLF25_CY,2024 Civilian Population 25-54 in Labor Force (Esri),2024,count
5572,EMPAGE25CY,2024 Employed Civilian Pop 25-54,EmploymentUnemployment,EmploymentUnemployment.EMPAGE25CY,EmploymentUnemployment_EMPAGE25CY,2024 Employed Civilian Population Age 25-54 (Esri),2024,count
5573,UNAGE25CY,2024 Unemployed Pop 25-54,EmploymentUnemployment,EmploymentUnemployment.UNAGE25CY,EmploymentUnemployment_UNAGE25CY,2024 Unemployed Population Age 25-54 (Esri),2024,count
5574,UNEMRT25CY,2024 Unemp Rate: Pop 25-54,EmploymentUnemployment,EmploymentUnemployment.UNEMRT25CY,EmploymentUnemployment_UNEMRT25CY,2024 Unemployment Rate: Population Age 25-54 (Esri),2024,pct
5575,CIVLF55_CY,2024 Civ Pop 55-64/Labor Force,EmploymentUnemployment,EmploymentUnemployment.CIVLF55_CY,EmploymentUnemployment_CIVLF55_CY,2024 Civilian Population 55-64 in Labor Force (Esri),2024,count
5576,EMPAGE55CY,2024 Employed Civilian Pop 55-64,EmploymentUnemployment,EmploymentUnemployment.EMPAGE55CY,EmploymentUnemployment_EMPAGE55CY,2024 Employed Civilian Population Age 55-64 (Esri),2024,count
5577,UNAGE55CY,2024 Unemployed Pop 55-64,EmploymentUnemployment,EmploymentUnemployment.UNAGE55CY,EmploymentUnemployment_UNAGE55CY,2024 Unemployed Population Age 55-64 (Esri),2024,count
5578,UNEMRT55CY,2024 Unemp Rate: Pop 55-64,EmploymentUnemployment,EmploymentUnemployment.UNEMRT55CY,EmploymentUnemployment_UNEMRT55CY,2024 Unemployment Rate: Population Age 55-64 (Esri),2024,pct
5579,CIVLF65_CY,2024 Civ Pop 65+/Labor Force,EmploymentUnemployment,EmploymentUnemployment.CIVLF65_CY,EmploymentUnemployment_CIVLF65_CY,2024 Civilian Population 65+ in Labor Force (Esri),2024,count
5580,EMPAGE65CY,2024 Employed Civilian Pop 65+,EmploymentUnemployment,EmploymentUnemployment.EMPAGE65CY,EmploymentUnemployment_EMPAGE65CY,2024 Employed Civilian Population Age 65+ (Esri),2024,count
5581,UNAGE65CY,2024 Unemployed Pop 65+,EmploymentUnemployment,EmploymentUnemployment.UNAGE65CY,EmploymentUnemployment_UNAGE65CY,2024 Unemployed Population Age 65+ (Esri),2024,count
5582,UNEMRT65CY,2024 Unemp Rate: Pop 65+,EmploymentUnemployment,EmploymentUnemployment.UNEMRT65CY,EmploymentUnemployment_UNEMRT65CY,2024 Unemployment Rate: Population Age 65+ (Esri),2024,pct
5587,EMPMALECY,2024 Male Employed Civilian Pop 16+,EmploymentUnemployment,EmploymentUnemployment.EMPMALECY,EmploymentUnemployment_EMPMALECY,2024 Male Employed Civilian Population Age 16+ (Esri),2024,count
5588,EMPFEMCY,2024 Female Employed Civilian Pop 16+,EmploymentUnemployment,EmploymentUnemployment.EMPFEMCY,EmploymentUnemployment_EMPFEMCY,2024 Female Employed Civilian Population Age 16+ (Esri),2024,count
5589,UNMALECY,2024 Male Unemployed Pop 16+,EmploymentUnemployment,EmploymentUnemployment.UNMALECY,EmploymentUnemployment_UNMALECY,2024 Male Unemployed Population Age 16+ (Esri),2024,count
5590,UNFEMCY,2024 Female Unemployed Pop 16+,EmploymentUnemployment,EmploymentUnemployment.UNFEMCY,EmploymentUnemployment_UNFEMCY,2024 Female Unemployed Population Age 16+ (Esri),2024,count
5591,CIVLFMALCY,2024 Male Civ Pop 16+/Labor Force,EmploymentUnemployment,EmploymentUnemployment.CIVLFMALCY,EmploymentUnemployment_CIVLFMALCY,2024 Male Civilian Population 16+ in Labor Force (Esri),2024,count
5592,CIVLFFEMCY,2024 Female Civ Pop 16+/Labor Force,EmploymentUnemployment,EmploymentUnemployment.CIVLFFEMCY,EmploymentUnemployment_CIVLFFEMCY,2024 Female Civilian Population 16+ in Labor Force (Esri),2024,count
5593,UNEMRTMACY,2024 Male Unemployment Rate,EmploymentUnemployment,EmploymentUnemployment.UNEMRTMACY,EmploymentUnemployment_UNEMRTMACY,2024 Male Unemployment Rate (Esri),2024,pct
5594,UNEMRTFECY,2024 Female Unemployment Rate,EmploymentUnemployment,EmploymentUnemployment.UNEMRTFECY,EmploymentUnemployment_UNEMRTFECY,2024 Female Unemployment Rate (Esri),2024,pct
5595,WHT16_CY,2024 White Pop 16+,EmploymentUnemployment,EmploymentUnemployment.WHT16_CY,EmploymentUnemployment_WHT16_CY,2024 White Population Age 16+ (Esri),2024,count
5596,CIVLFWHTCY,2024 White Civ Pop 16+/Labor Force,EmploymentUnemployment,EmploymentUnemployment.CIVLFWHTCY,EmploymentUnemployment_CIVLFWHTCY,2024 White Civilian Population 16+ in Labor Force (Esri),2024,count
5597,EMPWHTCY,2024 White Employed Civilian Pop 16+,EmploymentUnemployment,EmploymentUnemployment.EMPWHTCY,EmploymentUnemployment_EMPWHTCY,2024 White Employed Civilian Population Age 16+ (Esri),2024,count
5598,UNWHTCY,2024 White Unemployed Pop 16+,EmploymentUnemployment,EmploymentUnemployment.UNWHTCY,EmploymentUnemployment_UNWHTCY,2024 White Unemployed Population Age 16+ (Esri),2024,count
5599,UNEMRTWHCY,2024 White Unemployment Rate,EmploymentUnemployment,EmploymentUnemployment.UNEMRTWHCY,EmploymentUnemployment_UNEMRTWHCY,2024 White Unemployment Rate (Esri),2024,pct
